"~id","~labels","name","founded_in","type","year","gender","origin"
"967","Artist","Juan Francisco Hernández Solorio",,,,"Hombre","México"
"968","Artist","Juan Gedovius",,,,"Hombre","missing data"
"969","Artist","Juan Guzmán",,,,"Hombre","México"
"970","Artist","Juan Muñoz",,,,"Mujer","México"
"971","Artist","Juan Pablo Cueva",,,,"Hombre","México"
"972","Artist","Juan Velasco",,,,"Hombre","México"
"973","Artist","Juana Gómez",,,,"Mujer","missing data"
"974","Artist","Julia Martínez",,,,"Mujer","México"
"975","Artist","Julián Guzmán La Remolacha",,,,"Hombre","México"
"976","Artist","Juliana Ferrari",,,,"Mujer","México"
"977","Artist","Julio Castillo",,,,"Hombre","México"
"978","Artist","Julio Cesar Cervantes",,,,"Hombre","México"
"979","Artist","Karas Urbanas",,,,"Hombre","México"
"980","Artist","Karen Valentim",,,,"Mujer","missing data"
"981","Artist","Karla Kaplun",,,,"Mujer","missing data"
"982","Artist","Kat Galindo",,,,"Mujer","México"
"983","Artist","Kenia Cano",,,,"Mujer","México"
"984","Artist","Kevin Fonseca",,,,"Hombre","missing data"
"985","Artist","Kiki Smith",,,,"Mujer","Alemania"
"986","Artist","Kikyz1313",,,,"Mujer","México"
"987","Artist","KillJoy",,,,"Mujer","Estados Unidos"
"988","Artist","Knut Pani",,,,"Hombre","México"
"989","Artist","Laila Hotait",,,,"Mujer","missing data"
"990","Artist","LandraTV",,,,"Mujer","México"
"991","Artist","LaRegia",,,,"Mujer","México"
"992","Artist","Laura Barajas",,,,"Mujer","México"
"993","Artist","Laura Sánchez",,,,"Mujer","México"
"994","Artist","Laura Vega",,,,"Mujer","México"
"995","Artist","Lauren Woods",,,,"Mujer","missing data"
"996","Artist","Ledania",,,,"Mujer","missing data"
"997","Artist","LeFico",,,,"Hombre","México"
"998","Artist","Leonardo Díaz",,,,"Hombre","missing data"
"999","Artist","Leonardo Enter Gómez",,,,"Hombre","México"
"1000","Artist","Leonardo Nierman",,,,"Hombre","missing data"
"1001","Artist","Leonardo Pioner",,,,"Hombre","missing data"
"1002","Artist","Leopoldo Elías Smith McDonald",,,,"Hombre","México"
"1003","Artist","Leopoldo Ramos",,,,"Hombre","México"
"1004","Artist","Leslie Buenrostro",,,,"Mujer","México"
"1005","Artist","Leslie San Vicente",,,,"Mujer","missing data"
"1006","Artist","Leticia Arellano",,,,"Mujer","missing data"
"1007","Artist","Leticia Barrera",,,,"Mujer","México"
"1008","Artist","Leyre Arin",,,,"Hombre","missing data"
"1009","Artist","Liam O´Connor",,,,"Hombre","missing data"
"1010","Artist","Liliana Gálvez Heras",,,,"Mujer","México"
"1011","Artist","Lilustieza",,,,"Hombre","México"
"1012","Artist","Lirio Garduño",,,,"Hombre","México"
"1013","Artist","Lobo de Orión",,,,"Hombre","México"
"1014","Artist","Lobo Kelevra",,,,"Hombre","México"
"1015","Artist","Lorena Teruel",,,,"Mujer","México"
"1016","Artist","Lorena Wolffer",,,,"Mujer","México"
"1017","Artist","Lothar Müller",,,,"Mujer","missing data"
"1018","Artist","Louis Dodier",,,,"Mujer","missing data"
"1019","Artist","Lucía Landaverde",,,,"Mujer","México"
"1020","Artist","Lucía Torres",,,,"Mujer","México"
"1021","Artist","Luis Alberto Camacho",,,,"Hombre","México"
"1022","Artist","Luis Argudín",,,,"Hombre","México"
"1023","Artist","Luis David Moran",,,,"Hombre","México"
"1024","Artist","Luis Fernando Camino",,,,"Hombre","México"
"1025","Artist","Luis Filcer",,,,"Hombre","México"
"1026","Artist","Luis Safa",,,,"Hombre","México"
"1027","Artist","Luis Sánchez",,,,"Hombre","México"
"1028","Artist","Luis Selem",,,,"Hombre","México"
"1029","Artist","Luna Moreno",,,,"Mujer","México"
"1030","Artist","Luz del Carmen Magaña",,,,"Mujer","México"
"1031","Artist","Luz María Cano",,,,"Mujer","México"
"1032","Artist","Luz Venegas",,,,"Mujer","missing data"
"1033","Artist","Maca Pelayo",,,,"Mujer","México"
"1034","Artist","Magda Love",,,,"Mujer","Argentina"
"1035","Artist","Malu Olguín",,,,"Mujer","México"
"1036","Artist","Manuel Barrientos",,,,"Hombre","México"
"1037","Artist","Manuel Felguérez",,,,"Hombre","México"
"1038","Artist","Manuel García",,,,"Hombre","México"
"1039","Artist","Manuel Marín",,,,"Hombre","México"
"1040","Artist","Manuel Miguel",,,,"Hombre","México"
"1041","Artist","Marcel Dzama",,,,"Mujer","Canadá"
"1042","Artist","Marcela Armas",,,,"Mujer","missing data"
"1043","Artist","Marcela Herbert",,,,"Mujer","México"
"1044","Artist","Marcela Hernández",,,,"Mujer","México"
"1045","Artist","Marcela Lobo",,,,"Mujer","México"
"1046","Artist","Marco Rubio",,,,"Hombre","México"
"1047","Artist","Mareano Ruíz",,,,"Hombre","missing data"
"1048","Artist","Márgara Garza",,,,"Mujer","missing data"
"1049","Artist","María Antonia Paz",,,,"Mujer","missing data"
"1050","Artist","María Calzada",,,,"Hombre","México"
"1051","Artist","María Cristina Pérez Valenzuela",,,,"Mujer","México"
"1052","Artist","María Delfina",,,,"Mujer","missing data"
"1053","Artist","María Elena Arce",,,,"Mujer","México"
"1054","Artist","María Elena Tenorio",,,,"Mujer","México"
"1055","Artist","María Escobar",,,,"Mujer","México"
"1056","Artist","María Fernanda Razo",,,,"Mujer","México"
"1057","Artist","María Figueroa",,,,"Mujer","missing data"
"1058","Artist","María Guadalupe Gómez",,,,"Mujer","México"
"1059","Artist","Mariana Alarcón",,,,"Mujer","México"
"1060","Artist","Mariana Alcántara",,,,"Mujer","México"
"1061","Artist","Mariana González Jáuregui",,,,"Mujer","México"
"1062","Artist","Maricela Aranda",,,,"Mujer","México"
"1063","Artist","Mariela López",,,,"Mujer","México"
"1064","Artist","Marilá Dardot",,,,"Mujer","missing data"
"1065","Artist","Marina Capdevila",,,,"Mujer","México"
"1066","Artist","Mario García",,,,"Mujer","México"
"1067","Artist","Mario Maplé",,,,"Hombre","México"
"1068","Artist","Mario Roundtree",,,,"Hombre","missing data"
"1069","Artist","Mario Torres",,,,"Hombre","México"
"1070","Artist","Marisol Guerrero",,,,"Mujer","México"
"1071","Artist","Marisol Ocadiz",,,,"Mujer","missing data"
"1072","Artist","Marja Godoy",,,,"Mujer","México"
"1073","Artist","Martha Avilés",,,,"Mujer","missing data"
"1074","Artist","Martha Pacheco",,,,"Mujer","missing data"
"1075","Artist","Martha Patricia Ángeles Juárez",,,,"Mujer","México"
"1076","Artist","Martha Patricia Ángeles Martínez",,,,"Mujer","México"
"1077","Artist","Martín Ferreyra",,,,"Hombre","Argentina"
"1078","Artist","Martín Luna",,,,"Hombre","México"
"1079","Artist","Martín Soto Climent",,,,"Hombre","missing data"
"1080","Artist","MateoMAtis",,,,"Hombre","México"
"1081","Artist","Mathieu Martin",,,,"Hombre","Francia"
"1082","Artist","Matrino",,,,"Hombre","México"
"1083","Artist","Maunel Barrientos",,,,"Hombre","México"
"1084","Artist","Mauricio Cerdá Viaud",,,,"Hombre","México"
"1085","Artist","Mecamutanterio",,,,"Hombre","México"
"1086","Artist","Medina Kolchik",,,,"Mujer","missing data"
"1087","Artist","Melanie Smith",,,,"Mujer","Reino Unido"
"1088","Artist","Melina Moisidelis",,,,"Mujer","México"
"1089","Artist","Meyer Vaisman",,,,"Hombre","Venezuela"
"1090","Artist","Michael Licerio",,,,"Hombre","México"
"1091","Artist","Michael Mazurek",,,,"Hombre","missing data"
"1092","Artist","Michel Blancsubé",,,,"Hombre","missing data"
"1093","Artist","Michelle D´Argent",,,,"Mujer","México"
"1094","Artist","Miguel Angel Garrido",,,,"Hombre","missing data"
"1095","Artist","Miguel Ángel Salazar",,,,"Hombre","México"
"1096","Artist","Miguel Calderón",,,,"Hombre","missing data"
"1097","Artist","Miguel Díaz",,,,"Hombre","México"
"1098","Artist","Miguel Loyola",,,,"Hombre","México"
"1099","Artist","Miguel Valiñas",,,,"Hombre","España"
"1100","Artist","Mike Kelley",,,,"Hombre","Estados Unidos"
"1101","Artist","Milton Navarro",,,,"Hombre","México"
"1102","Artist","Minerva Cuevas",,,,"Mujer","México"
"1103","Artist","Minerva Rivas",,,,"Mujer","México"
"1104","Artist","Mireyle Cabrera Santos",,,,"Mujer","México"
"1105","Artist","Miriam Salado",,,,"Hombre","México"
"1106","Artist","Miriam Torralba",,,,"Mujer","México"
"1107","Artist","Mizael Contreras Ávila",,,,"Hombre","México"
"1108","Artist","Moisés Cervantes",,,,"Hombre","México"
"1109","Artist","Moisés García Nava",,,,"Hombre","México"
"1110","Artist","Mon Vallejo",,,,"Mujer","México"
"1111","Artist","Mónica Garrido",,,,"Mujer","México"
"1112","Artist","Mónica González",,,,"Mujer","missing data"
"1113","Artist","Mónica López",,,,"Mujer","México"
"1114","Artist","Mónica Loya",,,,"Mujer","México"
"1115","Artist","Mónica Loyola",,,,"Mujer","missing data"
"1116","Artist","Mosaico Genético",,,,"Hombre","México"
"1117","Artist","MrBrainwash",,,,"Hombre","Estados Unidos"
"1118","Artist","Munaf",,,,"Mujer","México"
"1119","Artist","NamikoUR",,,,"Mujer","México"
"1120","Artist","Nancy Valdez",,,,"Mujer","México"
"1121","Artist","Nando Murio",,,,"Hombre","México"
"1122","Artist","Nanzy Meh",,,,"Mujer","México"
"1123","Artist","Nathalie Regard",,,,"Mujer","missing data"
"1124","Artist","Nef Espino",,,,"Hombre","missing data"
"1125","Artist","Neon Caron",,,,"Hombre","México"
"1126","Artist","Nicolás Guzmán",,,,"Hombre","México"
"1127","Artist","Nicolás Milhé",,,,"Hombre","Francia"
"1128","Artist","Nicolás Romero Ever",,,,"Hombre","missing data"
"1129","Artist","Nikko Rikko",,,,"Hombre","México"
"1130","Artist","Niño Arte",,,,"Hombre","México"
"1131","Artist","Nishizawa",,,,"Mujer","missing data"
"1132","Artist","Nizzac Vallejo",,,,"Hombre","missing data"
"1133","Artist","Nobs",,,,"Hombre","México"
"1134","Artist","Noé Trejo",,,,"Hombre","México"
"1135","Artist","Nonantzi Martínez",,,,"Mujer","México"
"1136","Artist","Nora Elizondo Schmelkes",,,,"Mujer","missing data"
"1137","Artist","Nora Medina",,,,"Mujer","México"
"1138","Artist","Norberto Alvarado",,,,"Hombre","México"
"1139","Artist","Obetre",,,,"Hombre","missing data"
"1140","Artist","Odette Paz",,,,"Mujer","México"
"1141","Artist","Oliver Esquivel",,,,"Hombre","México"
"1142","Artist","Oliver Kennybrew",,,,"Hombre","missing data"
"1143","Artist","Olivier Moisan Dufour",,,,"Hombre","Canadá"
"1144","Artist","Omar Benitez Favela jamón",,,,"Hombre","México"
"1145","Artist","Omar Jerez",,,,"Hombre","México"
"1146","Artist","Omar Rodríguez",,,,"Hombre","México"
"1147","Artist","Orlando Daniel",,,,"Hombre","México"
"1148","Artist","Orlando Díaz",,,,"Hombre","México"
"1149","Artist","Oscar Cabrera",,,,"Hombre","México"
"1150","Artist","Oscar Gardea Duarte",,,,"Hombre","missing data"
"1151","Artist","Oscar Odin",,,,"Hombre","México"
"1152","Artist","Oscar Pablo Guzmán González",,,,"Hombre","México"
"1153","Artist","Oscar Rafael Soto",,,,"Hombre","México"
"1154","Artist","Osiel Guerrero",,,,"Hombre","México"
"1155","Artist","OsLey",,,,"Hombre","missing data"
"1156","Artist","Oswaldo Cedeño",,,,"Hombre","México"
"1157","Artist","Oswaldo García",,,,"Hombre","México"
"1158","Artist","Oswaldo Sagástegui",,,,"Hombre","México"
"1160","Artist","Pablo Vargas Lugo",,,,"Hombre","missing data"
"1161","Artist","Paloma Nuñez",,,,"Mujer","México"
"1162","Artist","Pamela Olvera",,,,"Mujer","México"
"1163","Artist","Paola Delfín",,,,"Mujer","México"
"1164","Artist","Paola Ibarra",,,,"Mujer","México"
"1165","Artist","Paola Sinai Castellanos Manzano",,,,"Mujer","México"
"1166","Artist","Parkk",,,,"Mujer","missing data"
"1167","Artist","Parole",,,,"Mujer","missing data"
"1168","Artist","Pasquale Russo Maresca",,,,"Hombre","México"
"1169","Artist","Patricia Arriola",,,,"Mujer","México"
"1170","Artist","Patricia Coudurier",,,,"Mujer","México"
"1171","Artist","PauletteJo",,,,"Mujer","México"
"1172","Artist","Paulina Aguado",,,,"Mujer","México"
"1173","Artist","Paulina Macías",,,,"Mujer","México"
"1175","Artist","Pech Cawich",,,,"Hombre","missing data"
"1176","Artist","Pedro Andrés",,,,"Hombre","México"
"1177","Artist","Pedro Cerisola",,,,"Hombre","missing data"
"1178","Artist","Pedro conP",,,,"Hombre","México"
"1179","Artist","Pedro Friedberg",,,,"Hombre","México"
"1180","Artist","Pedro Linares",,,,"Hombre","México"
"1181","Artist","Pedro Moreno",,,,"Hombre","México"
"1182","Artist","Pedro Reyes",,,,"Hombre","México"
"1183","Artist","Pedro Urbina",,,,"Hombre","México"
"1184","Artist","Per Anderson",,,,"Hombre","missing data"
"1185","Artist","Perla Jiménez",,,,"Mujer","México"
"1186","Artist","Peter Buggenhout",,,,"Hombre","missing data"
"1187","Artist","Petrir Halilaj",,,,"Hombre","Kosovo"
"1188","Artist","Piedad Martínez",,,,"Mujer","México"
"1189","Artist","Pierre Huyghe",,,,"Hombre","missing data"
"1190","Artist","Pierre Krause",,,,"Hombre","missing data"
"1191","Artist","Pixie Ocampo",,,,"Mujer","México"
"1192","Artist","Pogo",,,,"Hombre","México"
"1193","Artist","Pruneda Huidobro",,,,"Mujer","México"
"1194","Artist","Quirarte & Ornelas",,,,"Hombre","México"
"1195","Artist","Rafael Interno Silva",,,,"Hombre","México"
"1196","Artist","Rafael Lozano",,,,"Hombre","missing data"
"1197","Artist","Rafael Lozano Hemmer",,,,"Hombre","missing data"
"1198","Artist","Rafael Ontiveros",,,,"Hombre","México"
"1199","Artist","Rafael Rodríguez",,,,"Hombre","México"
"1200","Artist","Rafael Ruiz",,,,"Hombre","México"
"1201","Artist","Rafael Ruiz Moreno",,,,"Hombre","México"
"1202","Artist","Ramiro Chaves",,,,"Hombre","missing data"
"1203","Artist","Ramón Durán",,,,"Hombre","missing data"
"1204","Artist","Ramsés de la Cruz",,,,"Hombre","México"
"1205","Artist","Ramsés Galvrod",,,,"Hombre","missing data"
"1206","Artist","Randy Walz",,,,"Hombre","Estados Unidos"
"1207","Artist","Raptor",,,,"Hombre","México"
"1208","Artist","Raquel Palominos",,,,"Mujer","México"
"1209","Artist","Rasaalimon",,,,"Hombre","México"
"1210","Artist","Raúl Bello",,,,"Hombre","México"
"1211","Artist","Raúl Campos",,,,"Hombre","missing data"
"1212","Artist","Raúl Eduardo García",,,,"Hombre","México"
"1213","Artist","Raúl Puente Zavala",,,,"Hombre","México"
"1214","Artist","Raúl Sangrador",,,,"Hombre","México"
"1215","Artist","Renata Martínez",,,,"Mujer","México"
"1216","Artist","René de los Ríos",,,,"Hombre","México"
"1217","Artist","Restituto Rodríguez",,,,"Hombre","México"
"1218","Artist","Reyben",,,,"Hombre","México"
"1219","Artist","Ricardo Guerrero",,,,"Hombre","México"
"1220","Artist","Ricardo Mosterin",,,,"Hombre","México"
"1221","Artist","Roberto Rosano",,,,"Hombre","México"
"1222","Artist","Roberto Turmbull",,,,"Hombre","missing data"
"1223","Artist","Roberto Ugalde",,,,"Hombre","México"
"1224","Artist","Robie Espinoza",,,,"Hombre","missing data"
"1225","Artist","Rocío Caballero",,,,"Mujer","México"
"1226","Artist","Rocío Gordillo",,,,"Mujer","missing data"
"1227","Artist","Rocío Pérez Vallejo",,,,"Mujer","México"
"1228","Artist","Rocío Soto",,,,"Mujer","México"
"1229","Artist","Rodolfo Díaz",,,,"Hombre","missing data"
"1230","Artist","Rodolfo Obregón",,,,"Hombre","México"
"1231","Artist","Rodrigo Cifuentes",,,,"Hombre","México"
"1232","Artist","Rodrigo de la Sierra",,,,"Hombre","missing data"
"1233","Artist","Rodrigo Lara",,,,"Hombre","México"
"1234","Artist","Rodrigo Oñate",,,,"Hombre","México"
"1235","Artist","Roger Von Gunten",,,,"Hombre","México"
"1236","Artist","Rohel Cruz Calderón",,,,"Mujer","México"
"1237","Artist","Rolando Sosa",,,,"Hombre","México"
"1238","Artist","Román Miranda",,,,"Hombre","México"
"1239","Artist","Román Montalvo",,,,"Hombre","México"
"1240","Artist","Rosangela Rennó",,,,"Mujer","Brasil"
"1241","Artist","Roxanne Najar",,,,"Mujer","México"
"1242","Artist","Rubén Gutiérrez",,,,"Mujer","missing data"
"1243","Artist","Rubén Maya",,,,"Hombre","México"
"1244","Artist","Ruido Vervena",,,,"Hombre","México"
"1245","Artist","Ryper",,,,"Hombre","México"
"1246","Artist","Saddam Frausto",,,,"Hombre","México"
"1247","Artist","Said Dokins",,,,"Hombre","México"
"1248","Artist","Salvador Dalí",,,,"Hombre","España"
"1249","Artist","Salvador Herrera",,,,"Hombre","México"
"1250","Artist","Salvador Huerta",,,,"Hombre","México"
"1251","Artist","Sam Durant",,,,"Hombre","Estados Unidos"
"1252","Artist","Samantha Venegas",,,,"Mujer","México"
"1253","Artist","Samurai Coyote Dead",,,,"Hombre","México"
"1254","Artist","Sandra Medina",,,,"Mujer","México"
"1255","Artist","Sangree",,,,"Hombre","México"
"1256","Artist","Santiago Alarcón",,,,"Hombre","México"
"1257","Artist","Santiago Boldó",,,,"Hombre","México"
"1258","Artist","Santiago Borja",,,,"Hombre","missing data"
"1259","Artist","Santiago Carbonell",,,,"Hombre","España"
"1260","Artist","Santiago Diez",,,,"Hombre","México"
"1261","Artist","Santiago Padilla",,,,"Hombre","missing data"
"1262","Artist","Santiago Robles",,,,"Hombre","México"
"1263","Artist","Sara Bonde",,,,"Mujer","missing data"
"1264","Artist","Saúl Vázquez",,,,"Hombre","México"
"1265","Artist","Saúl Villa",,,,"Hombre","México"
"1266","Artist","Sayak Valencia",,,,"Mujer","España"
"1267","Artist","Sebastián Fund",,,,"Hombre","México"
"1268","Artist","Selene Monroy",,,,"Mujer","México"
"1269","Artist","Sens",,,,"Hombre","México"
"1270","Artist","Sergio Godoy",,,,"Hombre","México"
"1271","Artist","Sergio Prego",,,,"Hombre","missing data"
"1272","Artist","Sergio Toledo",,,,"Hombre","México"
"1273","Artist","Sermob",,,,"Hombre","México"
"1274","Artist","Sharon Lockhart",,,,"Mujer","Estados Unidos"
"1275","Artist","Shinpei Takeda",,,,"Mujer","missing data"
"1276","Artist","Silvia Gaona",,,,"Mujer","México"
"1277","Artist","Silvia Silva",,,,"Mujer","México"
"1278","Artist","Smithe",,,,"Hombre","México"
"1279","Artist","Socorro López",,,,"Mujer","México"
"1280","Artist","Spokey Dokey",,,,"Hombre","México"
"1281","Artist","Stephany Fátima Vázquez",,,,"Mujer","México"
"1282","Artist","Stephen Laphisophon",,,,"Hombre","missing data"
"1283","Artist","Sue Acevedo",,,,"Mujer","México"
"1284","Artist","Superflex",,,,"Hombre","Dinamarca"
"1285","Artist","Susana del Rosario Castañeda",,,,"Mujer","México"
"1286","Artist","Susana Ginebra",,,,"Mujer","missing data"
"1287","Artist","Susana Rosas",,,,"Mujer","missing data"
"1288","Artist","Susana Sánchez Huanosto",,,,"Mujer","missing data"
"1289","Artist","Taiyo Miyake",,,,"Mujer","missing data"
"1290","Artist","Talia Yáñez",,,,"Mujer","missing data"
"1291","Artist","Tania Candiani",,,,"Mujer","México"
"1292","Artist","Tania Quezada",,,,"Mujer","México"
"1293","Artist","Tanya Schultz",,,,"Mujer","missing data"
"1294","Artist","Teff Naranjo",,,,"Mujer","México"
"1295","Artist","Tere Méndez",,,,"Mujer","México"
"1296","Artist","Terence Gower",,,,"Hombre","missing data"
"1297","Artist","Teresa Margolles",,,,"Mujer","México"
"1298","Artist","Terror Visual",,,,"Hombre","México"
"1299","Artist","Terry Luc",,,,"Hombre","México"
"1300","Artist","Thomas Glassford",,,,"Hombre","Estados Unidos"
"1301","Artist","Ticha González",,,,"Mujer","México"
"1302","Artist","Tomas Gómez Robledo",,,,"Hombre","missing data"
"1303","Artist","Tostón",,,,"Hombre","México"
"1304","Artist","Tremiz",,,,"Hombre","México"
"1305","Artist","Tresherrera",,,,"Hombre","México"
"1306","Artist","Trinidad Osorio",,,,"Hombre","México"
"1307","Artist","Tysa",,,,"Mujer","México"
"1308","Artist","Uriel Marín",,,,"Hombre","México"
"1309","Artist","Valensky Mata",,,,"Hombre","missing data"
"1310","Artist","Valeria Pezza",,,,"Mujer","México"
"1311","Artist","Vanessa Enríquez",,,,"Mujer","México"
"1312","Artist","Verónica Trujillo",,,,"Mujer","México"
"1313","Artist","Vicky Valkuks",,,,"Hombre","missing data"
"1314","Artist","Víctor Cauduro",,,,"Hombre","México"
"1315","Artist","Víctor Hugo Pérez",,,,"Hombre","México"
"1316","Artist","Victor López",,,,"Hombre","México"
"1317","Artist","Víctor Mora",,,,"Hombre","missing data"
"1318","Artist","Violeta Hernández",,,,"Mujer","México"
"1319","Artist","Virginia Colwell",,,,"Mujer","missing data"
"1320","Artist","Virginia Ledesma",,,,"Mujer","México"
"1321","Artist","Viviano",,,,"Hombre","missing data"
"1322","Artist","Walf Attack",,,,"Hombre","México"
"1323","Artist","Walter Cruz",,,,"Hombre","México"
"1324","Artist","Warren McLachlan",,,,"Hombre","Canadá"
"1325","Artist","Wilfredo Prieto",,,,"Mujer","México"
"1326","Artist","William Leavitt",,,,"Hombre","Estados Unidos"
"1327","Artist","William Nezme",,,,"Mujer","México"
"1328","Artist","Wuero Ramos",,,,"Hombre","México"
"1329","Artist","Xavier Aguilar",,,,"Hombre","México"
"1330","Artist","Xavier Galván",,,,"Hombre","México"
"1331","Artist","Xavier Pizarro",,,,"Hombre","México"
"1332","Artist","Xawery Wolski",,,,"Mujer","Polonia"
"1333","Artist","Xoffe",,,,"Hombre","México"
"1334","Artist","Yael Martínez",,,,"Mujer","missing data"
"1335","Artist","Yair Medina",,,,"Hombre","México"
"1336","Artist","Yajisa Rangel Izunza",,,,"Mujer","México"
"1337","Artist","Yann Gerstberger",,,,"Hombre","missing data"
"1338","Artist","Yardley Flores",,,,"Mujer","missing data"
"1339","Artist","Yorchi Medina",,,,"Mujer","missing data"
"1340","Artist","Yoshua Okón",,,,"Hombre","missing data"
"1341","Artist","Yuku Sasai",,,,"Mujer","missing data"
"1342","Artist","Yvette Malo",,,,"Mujer","México"
"1344","Artist","Isabel Lozada Sánchez",,,,"",""
"1345","Artist","Carlos Rangel",,,,"",""
"1346","Artist","Gabriela Hermed",,,,"",""
"1347","Artist","Hernando Lozada",,,,"",""
"1348","Artist","Ilse Gallardo Arvizu",,,,"",""
"1349","Artist","Jorge Alberto Honzález",,,,"",""
"1350","Artist","Juan Ricardo Rangel",,,,"",""
"1351","Artist","Karla Mancilla",,,,"",""
"1352","Artist","Leonor Pataki",,,,"",""
"1353","Artist","Lucía Montalvo",,,,"",""
"1354","Artist","Luis Sandoval",,,,"",""
"1355","Artist","Sergio Padilla",,,,"",""
"1356","Artist","Mariceu Erthal",,,,"",""
"1357","Artist","Toribio Hokusai",,,,"",""
"1358","Artist","Guillermo Martínez",,,,"",""
"1359","Artist","Diego Zelaya",,,,"",""
"1360","Artist","Patricia León",,,,"",""
"1361","Artist","Gonzalo Pinilla",,,,"",""
"1362","Artist","Aida Fernández Ramírez",,,,"",""
"1363","Artist","Carlos Humberto Ramírez",,,,"",""
"1364","Artist","Erick Rodríguez",,,,"",""
"1365","Artist","Gabriela Durán",,,,"",""
"1366","Artist","Guadalupe Martínez",,,,"",""
"1367","Artist","Jonatan Edirson",,,,"",""
"1368","Artist","Rocío Fuerte Antaramián",,,,"",""
"1369","Artist","Selene Morales",,,,"",""
"1370","Artist","Mauricio González Gómez",,,,"",""
"1371","Artist","Roberto Carlos Macías",,,,"",""
"1372","Artist","Roberto Ibarra",,,,"",""
"1373","Artist","Rosalinda Guzmán",,,,"",""
"1374","Artist","Luis Frías",,,,"",""
"1375","Artist","Paulina Suárez",,,,"",""
"1376","Artist","Sol Natividad",,,,"",""
"1377","Artist","Demián Chávez",,,,"",""
"1378","Artist","Elena Baca Suquet",,,,"",""
"1379","Artist","Gabriela García Luna",,,,"",""
"1380","Artist","Jorge Ramírez López",,,,"",""
"1381","Artist","José Garza Torres",,,,"",""
"1382","Artist","Manuel de los Ángeles Sosa",,,,"",""
"1383","Artist","Mauricio Aveces Barba",,,,"",""
"1384","Artist","Mauricio de la Vega",,,,"",""
"1385","Artist","Miguel Ángel Rodríguez",,,,"",""
"1386","Artist","Mónica Elisa Contreras",,,,"",""
"1387","Artist","Paola Dávila Pineda",,,,"",""
"1388","Artist","Edoardo Martesca",,,,"Hombre",""
"1389","Artist","Dan Marte",,,,"",""
"1390","Artist","Karen Arevir",,,,"",""
"1391","Artist","Mary Gard",,,,"",""
"1392","Artist","Paula Zubia",,,,"",""
"1393","Artist","Angel Uriel Rocha",,,,"",""
"1394","Artist","Jaqueline Ruiz",,,,"",""
"1395","Artist","Rebeca Ruiz Escalona",,,,"",""
"1396","Artist","Diego Sánchez Huitron",,,,"",""
"1397","Artist","Abril Gutiérrez",,,,"",""
"1398","Artist","Octavio Vargas Tapia",,,,"",""
"1399","Artist","Rosa María Flores Watkins",,,,"",""
"1400","Artist","Claudia Díaz",,,,"",""
"1401","Artist","Javier Muñiz",,,,"",""
"1402","Artist","Camila Muñoz",,,,"",""
"1403","Artist","Teresa Orantes",,,,"",""
"1404","Artist","Carmen Regalado",,,,"",""
"1405","Artist","Francisco Rivera",,,,"",""
"1406","Artist","Rodolfo Villavicencio",,,,"",""
"1407","Artist","Lilia Ramírez",,,,"",""
"1408","Artist","Carlos Lang",,,,"",""
"1409","Artist","María Eugenia Suárez",,,,"",""
"1410","Artist","Valerio Gámez",,,,"",""
"1411","Artist","Lilian Muñoz",,,,"",""
"1412","Artist","Alfonso López Monreal",,,,"",""
"1414","Artist","Oswaldo Silva",,,,"",""
"1415","Artist","María Nogueras",,,,"",""
"1416","Artist","Adán Paredes",,,,"",""
"1417","Artist","Efe de Froy",,,,"",""
"1418","Artist","Enrique Oroz",,,,"Hombre",""
"1419","Artist","Maximino Javier",,,,"",""
"1420","Artist","Marielle García",,,,"",""
"1421","Artist","Sandra del Pilar",,,,"",""
"1422","Artist","Patricia Sánchez Saiffe",,,,"",""
"1423","Artist","Abelardo López",,,,"",""
"1424","Artist","Vladimir Cora",,,,"",""
"1425","Artist","Iván Madrigal",,,,"Hombre",""
"1426","Artist","Luigi Fantini",,,,"Hombre",""
"1427","Artist","Pablo Llana",,,,"",""
"1428","Artist","Sergio Hernández",,,,"",""
"1429","Artist","Armando Romero",,,,"",""
"1430","Artist","Rodrigo Caragarza",,,,"",""
"1431","Artist","Arturo Montalvo",,,,"",""
"1432","Artist","Adrián Paredes",,,,"Hombre",""
"1433","Artist","COLECTIVA",,,,"Binarie",""
"1434","Artist","Adrián Ruiz Esparza",,,,"Hombre","México"
"1435","Artist","Adrián Bastarrachea",,,,"Hombre","México"
"1436","Artist","Apolo Cacho",,,,"Hombre","México"
"1437","Artist","Carlos Cea",,,,"Hombre","México"
"1438","Artist","Pedro Castro",,,,"Hombre","México"
"1439","Artist","Alfredo Mendoza",,,,"Hombre","México"
"1440","Artist","Miguel Montes",,,,"Hombre","México"
"1441","Artist","Rodolfo Rodríguez",,,,"Hombre","México"
"1442","Artist","Luz Elena Murillo Vidales",,,,"Mujer","México"
"1443","Artist","Andrés Santiago Quintana",,,,"Hombre","México"
"1444","Artist","Ivonne Francine Rojo Audirac",,,,"Mujer","México"
"1445","Artist","Omar Padilla",,,,"Hombre","México"
"1446","Artist","Mario Juárez",,,,"Hombre","México"
"1447","Artist","Ben Stephenson",,,,"Hombre","Reino Unido"
"1448","Artist","Melissa Aristizabal",,,,"Mujer","Colombia"
"1449","Artist","Dana Barbecho",,,,"Mujer","México"
